path,unused_module_name,lineno
F:\DLFs_dataset\tensorflow\tensorflow-2.11.0\tensorflow\lite\kernels\variable_ops_wrapper.cc,pywrap_variable_ops,18
F:\DLFs_dataset\tensorflow\tensorflow-2.11.0\tensorflow\lite\kernels\gradient\gradient_ops_wrapper.cc,pywrap_gradient_ops,19
F:\DLFs_dataset\tensorflow\tensorflow-2.11.0\tensorflow\lite\kernels\perception\perception_ops_wrapper.cc,pywrap_perception_ops,19
F:\DLFs_dataset\tensorflow\tensorflow-2.11.0\tensorflow\python\util\stat_summarizer_wrapper.cc,_pywrap_stat_summarizer,27
