path,fun_name,lineno
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Device.cpp,THPDevice_reduce,144
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Dtype.cpp,THPDtype_reduce,54
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_addDocStr,230
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_hasDistributed,332
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setDefaultTensorType,214
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setDefaultDtype,222
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_inferSize,289
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_userEnabledCuDNN,437
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setUserEnabledCuDNN,429
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_userEnabledMkldnn,451
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setUserEnabledMkldnn,443
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_allowTF32CuDNN,423
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setAllowTF32CuDNN,415
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_benchmarkCuDNN,521
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setBenchmarkCuDNN,507
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_deterministicCuDNN,467
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setDeterministicCuDNN,457
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_deterministicAlgorithms,483
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setDeterministicAlgorithms,473
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_warnAlways,499
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setWarnAlways,491
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_allowTF32CuBLAS,537
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setAllowTF32CuBLAS,529
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_toDLPack,377
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_fromDLPack,386
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setFlushDenormal,545
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_getDefaultDtype,554
