path,fun_name,lineno
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_getDefaultDevice,563
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_qEngine,582
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setQEngine,571
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_supportedQEngines,587
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_isEnabledXNNPACK,601
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_setDefaultMobileCPUAllocator,607
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\Module.cpp,THPModule_unsetDefaultMobileCPUAllocator,617
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\QScheme.cpp,THPQScheme_reduce,25
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\autograd\python_engine.cpp,THPEngine_run_backward,152
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\autograd\python_engine.cpp,THPEngine_queue_callback,288
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\autograd\python_engine.cpp,THPEngine_is_checkpoint_valid,302
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\autograd\python_function.cpp,THPFunction_name,650
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\autograd\python_function.cpp,THPFunction_apply,663
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\autograd\python_function.cpp,THPFunction__register_hook_dict,727
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\autograd\python_function.cpp,THPFunction_register_hook,748
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_setDevice_wrap,66
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_getDevice_wrap,79
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_getDeviceCount_wrap,114
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_canDeviceAccessPeer_wrap,89
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_getArchFlags,122
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_getCurrentStream_wrap,141
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_getDefaultStream_wrap,152
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_getCurrentBlasHandle_wrap,570
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_setStream_wrap,163
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_getCompiledVersion,182
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_hasPrimaryContext,287
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_setMemoryFraction,300
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_emptyCache,322
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_memoryStats,330
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_resetAccumulatedMemoryStats,383
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_resetPeakMemoryStats,393
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_memorySnapshot,403
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaHostAllocator,187
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaCachingAllocator_raw_alloc,195
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaCachingAllocator_raw_delete,217
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaSynchronize,225
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaIPCCollect,233
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaSleep,241
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaLockMutex,258
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaUnlockMutex,279
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaSetSyncDebugMode,442
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaGetSyncDebugMode,461
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\distributed\autograd\init.cpp,dist_autograd_init,18
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\distributed\c10d\init.cpp,c10d_init,232
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\distributed\rpc\init.cpp,rpc_init,33
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\distributed\rpc\testing\init.cpp,faulty_agent_init,21
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\fx\fx_init.cpp,replacement_method,27
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\generic\StorageMethods.cpp,writeFile,237
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\generic\StorageMethods.cpp,newWithFile,258
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\generic\StorageMethods.cpp,getDevice,322
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\generic\StorageMethods.cpp,_setCdata,331
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\generic\StorageSharing.cpp,newWithWeakPtr,473
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\generic\StorageSharing.cpp,freeWeakRef,486
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\generic\StorageSharing.cpp,expired,501
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\generic\StorageSharing.cpp,sharedFd,510
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\generic\StorageSharing.cpp,isShared,525
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\multiprocessing\init.cpp,multiprocessing_init,21
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\utils\disable_torch_function.cpp,DisableTorchFunction__enter,29
F:\DLFs_dataset\pytorch\pytorch-1.10.0\torch\csrc\utils\disable_torch_function.cpp,DisableTorchFunction__exit,35
