path,lineno
F:\DLFs_dataset\pytorch\pytorch-1.7.0\torch\utils\data\_utils\worker.py,28
F:\DLFs_dataset\pytorch\pytorch-1.7.0\caffe2\python\__init__.py,46
F:\DLFs_dataset\pytorch\pytorch-1.7.0\torch\__init__.py,100
F:\DLFs_dataset\pytorch\pytorch-1.7.0\torch\__init__.py,79
F:\DLFs_dataset\pytorch\pytorch-1.7.0\torch\__init__.py,102
F:\DLFs_dataset\pytorch\pytorch-1.7.0\torch\__init__.py,99
