py_fun_name,c_fun_name,lineno,methods_table,path
linear,eager_api_linear,64,CustomEagerFinalStateMethods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_custom_python_api.h
scale,eager_api_scale,927,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
_add_backward_final_hook,eager_api__add_backward_final_hook,931,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
run_backward,eager_api_run_backward,935,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
run_partial_grad,eager_api_run_partial_grad,939,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
_run_custom_op,eager_api_run_costum_op,943,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
tensor_copy,eager_api_tensor_copy,947,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
read_next_tensor_list,eager_api_read_next_tensor_list,951,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
jit_function_call,eager_api_jit_function_call,955,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
sparse_coo_tensor,eager_api_sparse_coo_tensor,960,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
sparse_csr_tensor,eager_api_sparse_csr_tensor,964,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
async_read,eager_api_async_read,970,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
async_write,eager_api_async_write,974,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
to_uva_tensor,eager_api_to_uva_tensor,978,variable_functions,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_functions.cc
run_program,eager_api_run_program,65,CustomEagerMethods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_legacy_custom_python_api.h
numpy,tensor_method_numpy,1824,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_is_initialized,tensor_method__is_initialized,1828,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_is_dense_tensor_hold_allocation,tensor_method__is_dense_tensor_hold_allocation,1832,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_copy_to,tensor_method__copy_to,1837,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
copy_,tensor_method_copy_,1841,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
reconstruct_from_,tensor_method_reconstruct_from_,1845,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
retain_grads,tensor_retain_grads,1849,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
clear_gradient,tensor_clear_gradient,1853,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
is_dense,tensor_method_is_dense,1857,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_zero_grads,tensor__zero_grads,1861,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_share_buffer_to,tensor__share_buffer_to,1865,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_is_shared_buffer_with,tensor__is_shared_buffer_with,1869,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_share_underline_tensor_to,tensor__share_underline_tensor_to,1873,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_is_shared_underline_tensor_with,tensor__is_shared_underline_tensor_with,1877,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
detach,tensor_method_detach,1881,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
get_tensor,tensor_method_get_underline_tensor,1885,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
get_selected_rows,tensor_method_get_underline_selected_rows,1889,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_get_tensor_from_selected_rows,tensor_method__get_tensor_from_selected_rows,1893,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_getitem_index_not_tensor,tensor__getitem_index_not_tensor,1897,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_getitem_from_offset,tensor__getitem_from_offset,1901,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
__setitem_eager_tensor__,tensor_method__setitem_eager_tensor,1905,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_register_grad_hook,tensor_register_grad_hook,1909,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_remove_grad_hook,tensor_remove_grad_hook,1913,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_register_backward_hook,tensor_register_reduce_hook,1917,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_set_grad_type,tensor__set_grad_type,1921,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_clear,tensor__clear,1925,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
_copy_gradient_from,tensor__copy_gradient_from,1929,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
set_string_list,tensor_method_set_string_list,1934,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
set_vocab,tensor_method_set_vocab,1938,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
get_map_tensor,tensor_method_get_map_tensor,1942,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
nnz,tensor_method_get_non_zero_nums,1947,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
indices,tensor_method_get_non_zero_indices,1951,variable_methods,F:\DLFs_dataset\paddle\Paddle-2.4.0\paddle\fluid\pybind\eager_method.cc
