py_fun_name,c_fun_name,lineno,methods_table,path
bind,DimList_bind,438,DimList_methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
bind_len,DimList_bind_len,439,DimList_methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
unflatten,py_unflatten,1028,py_unflatten_def,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
dims,create_dim,3161,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
dimlists,create_dimlist,3162,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
_test_c,test_c,3163,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
_wrap_method,_wrap_method,3164,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
Tensor_from_positional,py_Tensor_from_positional,3165,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
__torch_function__,py___torch_function__,3166,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
tree_flatten,py_tree_flatten,3167,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
order,order,3168,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
index,py_index,3169,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
stack,py_stack,3170,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
split,py_split,3171,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
expand,expand,3172,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
__getitem__,py___getitem__,3173,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
__setitem__,py___setitem__,3174,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
_wrap,_wrap,3175,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
Tensor_sum,Tensor_sum,3176,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
_parse_test,_parse_test,3177,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
_set_pointwise_optimize,_set_pointwise_optimize,3178,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
_patch_tensor_class,_patch_tensor_class,3179,methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\functorch\csrc\dim\dim.cpp
_parse_to,THPVariable__parse_to,84,nn_functions,F:\DLFs_dataset\pytorch\pytorch-1.13.0\tools\autograd\templates\python_nn_functions.cpp
__add__,THPVariable_add,1232,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\tools\autograd\templates\python_variable_methods.cpp
__radd__,THPVariable_add,1233,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\tools\autograd\templates\python_variable_methods.cpp
__iadd__,THPVariable_add_,1234,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\tools\autograd\templates\python_variable_methods.cpp
__rmul__,THPVariable_mul,1235,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\tools\autograd\templates\python_variable_methods.cpp
__mul__,THPVariable_mul,1236,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\tools\autograd\templates\python_variable_methods.cpp
__imul__,THPVariable_mul_,1237,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\tools\autograd\templates\python_variable_methods.cpp
__sub__,THPVariable_sub,1238,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\tools\autograd\templates\python_variable_methods.cpp
__isub__,THPVariable_sub_,1239,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.13.0\tools\autograd\templates\python_variable_methods.cpp
