py_fun_name,c_fun_name,lineno,methods_table,path
_parse_to,THPVariable__parse_to,61,nn_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_nn_functions.cpp
arange,THPVariable_arange,485,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
as_tensor,THPVariable_as_tensor,486,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
dsmm,THPVariable_mm,487,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
from_numpy,THPVariable_from_numpy,488,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
full,THPVariable_full,489,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
hsmm,THPVariable_hspmm,490,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
nonzero,THPVariable_nonzero,491,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
randint,THPVariable_randint,492,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
range,THPVariable_range,493,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
saddmm,THPVariable_sspaddmm,494,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
sparse_coo_tensor,THPVariable_sparse_coo_tensor,495,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
spmm,THPVariable_mm,496,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
tensor,THPVariable_tensor,497,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
get_device,THPVariable_get_device,498,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
numel,THPVariable_numel,499,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_torch_functions.cpp
__add__,THPVariable_add,845,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__radd__,THPVariable_add,846,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__iadd__,THPVariable_add_,847,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__rmul__,THPVariable_mul,848,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__mul__,THPVariable_mul,849,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__imul__,THPVariable_mul_,850,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__sub__,THPVariable_sub,851,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__isub__,THPVariable_sub_,852,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__div__,THPVariable_div,853,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__truediv__,THPVariable_div,854,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__idiv__,THPVariable_div_,855,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__mod__,THPVariable_remainder,856,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__bool__,THPVariable_bool_scalar,857,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__float__,THPVariable_float_scalar,858,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__int__,THPVariable_integral_scalar,859,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__long__,THPVariable_integral_scalar,860,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__index__,THPVariable_index_scalar,861,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__nonzero__,THPVariable_bool_scalar,862,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__invert__,THPVariable_invert,863,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
__matmul__,THPVariable_matmul,864,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
_is_view,THPVariable__is_view,865,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
apply_,THPVariable_apply_,866,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
bfloat16,THPVariable_bfloat16,867,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
byte,THPVariable_byte,868,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
char,THPVariable_char,869,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
contiguous,THPVariable_contiguous,870,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
copy_,THPVariable_copy_,871,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
cpu,THPVariable_cpu,872,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
cuda,THPVariable_cuda,873,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
data_ptr,THPVariable_data_ptr,874,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
dim,THPVariable_dim,875,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
has_names,THPVariable_has_names,876,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
double,THPVariable_double,877,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
element_size,THPVariable_element_size,878,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
float,THPVariable_float,879,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
get_device,THPVariable_get_device,880,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
bool,THPVariable_bool,881,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
half,THPVariable_half,882,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
int,THPVariable_int,883,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
is_contiguous,THPVariable_is_contiguous,884,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
item,THPVariable_item,885,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
long,THPVariable_long,886,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
map_,THPVariable_map_,887,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
map2_,THPVariable_map2_,888,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
ndimension,THPVariable_dim,889,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
nelement,THPVariable_numel,890,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
new,THPVariable_new,891,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
new_ones,THPVariable_new_ones,892,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
new_tensor,THPVariable_new_tensor,893,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
nonzero,THPVariable_nonzero,894,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
numel,THPVariable_numel,895,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
numpy,THPVariable_numpy,896,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
record_stream,THPVariable_record_stream,897,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
requires_grad_,THPVariable_requires_grad_,898,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
short,THPVariable_short,899,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
size,THPVariable_size,900,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
storage,THPVariable_storage,901,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
storage_offset,THPVariable_storage_offset,902,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
storage_type,THPVariable_storage_type,903,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
stride,THPVariable_stride,904,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
to,THPVariable_to,905,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
tolist,THPVariable_tolist,906,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
type,THPVariable_type,907,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\tools\autograd\templates\python_variable_methods.cpp
_set_worker_signal_handlers,THPModule_setWorkerSignalHandlers,217,DataLoaderMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\DataLoader.cpp
_set_worker_pids,THPModule_setWorkerPIDs,218,DataLoaderMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\DataLoader.cpp
_remove_worker_pids,THPModule_removeWorkerPIDs,219,DataLoaderMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\DataLoader.cpp
_error_if_any_worker_fails,THPModule_errorIfAnyWorkerFails,220,DataLoaderMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\DataLoader.cpp
__reduce__,THPDevice_reduce,175,THPDevice_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Device.cpp
__reduce__,THPDtype_reduce,73,THPDtype_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Dtype.cpp
get_state,THPGenerator_getState,166,THPGenerator_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Generator.cpp
set_state,THPGenerator_setState,167,THPGenerator_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Generator.cpp
manual_seed,THPGenerator_manualSeed,168,THPGenerator_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Generator.cpp
seed,THPGenerator_seed,169,THPGenerator_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Generator.cpp
initial_seed,THPGenerator_initialSeed,170,THPGenerator_methods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Generator.cpp
_initExtension,THPModule_initExtension,527,TorchMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Module.cpp
_autograd_init,THPAutograd_initExtension,528,TorchMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Module.cpp
_add_docstr,THPModule_addDocStr,529,TorchMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Module.cpp
_init_names,THPModule_initNames,530,TorchMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Module.cpp
_has_distributed,THPModule_hasDistributed,531,TorchMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Module.cpp
_safe_call,THPModule_safeCall,532,TorchMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Module.cpp
_set_default_tensor_type,THPModule_setDefaultTensorType,533,TorchMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Module.cpp
_set_default_dtype,THPModule_setDefaultDtype,534,TorchMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Module.cpp
_infer_size,THPModule_inferSize,535,TorchMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Module.cpp
_crash_if_csrc_asan,THPModule_crashIfCsrcASAN,536,TorchMethods,F:\DLFs_dataset\pytorch\pytorch-1.5.0\torch\csrc\Module.cpp
