c_path,lineno,module_name,c_class_name,py_class_name
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\mlir\tfrt\jit\python_binding\tf_jitrt_executor.cc,288,_tf_jitrt_executor,TfJitRtExecutor,TfJitRtExecutor
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,149,xla_extension,PjRtDevice,Device
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,403,xla_extension,CompiledMemoryStats,CompiledMemoryStats
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,674,xla_extension,PjRtDeviceTopology,DeviceTopology
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,679,xla_extension,PjRtExecutable,Executable
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,230,xla_extension,PyClient,Client
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,331,xla_extension,GpuAllocatorConfig,GpuAllocatorConfig
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,420,xla_extension,PyLoadedExecutable,LoadedExecutable
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,480,xla_extension,PyToken,Token
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,482,xla_extension,PyShardedToken,ShardedToken
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,504,xla_extension,PreemptionSyncManager,PreemptionSyncManager
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,524,xla_extension,DistributedRuntimeService,DistributedRuntimeService
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\xla.cc,530,xla_extension,DistributedRuntimeClient,DistributedRuntimeClient
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,36,tpu_client_extension,PyTpuClient,TpuClient
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,168,tpu_client_extension,PyTpuBuffer,PyTpuBuffer
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,222,tpu_client_extension,PyTpuExecutable,TpuExecutable
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,253,tpu_client_extension,TpuDevice,TpuDevice
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,216,tpu_client_extension,PyTpuToken,Token
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,218,tpu_client_extension,PyShardedTpuToken,ShardedToken
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\core\config\flags_api_wrapper.cc,36,flags_pybind,Flag,Flag
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\core\config\flags_api_wrapper.cc,40,flags_pybind,Flags,Flags
F:\DLFs_dataset\tensorflow\tensorflow-2.12.0\tensorflow\core\function\runtime_client\runtime_client_pybind.cc,39,runtime_client_pybind,Runtime,Runtime
