module_name,module_asname,c_file_path,c_lineno,python_file_path,py_lineno
_mlirHlo,,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\hlo\python\MlirHloModule.cpp,39,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\hlo\python\mlir\dialects\chlo.py,23
_mlirHlo,,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\hlo\python\MlirHloModule.cpp,39,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\hlo\python\mlir\dialects\mhlo.py,20
_pywrap_tac_wrapper,,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\lite\experimental\tac\py_wrapper\tac_wrapper_pybind11.cc,22,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\lite\experimental\tac\tac.py,17
pywrap_quantize_model,quantize_model_wrapper,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\quantization\tensorflow\python\pywrap_quantize_model.cc,22,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\quantization\tensorflow\calibrator\integration_test\custom_aggregator_op_test.py,23
pywrap_quantize_model,quantize_model_wrapper,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\quantization\tensorflow\python\pywrap_quantize_model.cc,22,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\quantization\tensorflow\python\quantize_model.py,25
filecheck_wrapper,fw,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\python\mlir_wrapper\filecheck_wrapper.cc,23,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\tfr\python\op_reg_gen_test.py,23
mlir_wrapper,,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\python\mlir_wrapper\mlir_wrapper.cc,31,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\tfr\python\op_reg_gen_test.py,23
tfr_wrapper,tfr,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\tfr\python\tfr_wrapper.cc,35,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\tfr\python\tfr_gen.py,27
mlir_wrapper,,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\python\mlir_wrapper\mlir_wrapper.cc,31,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\tfr\python\tfr_gen_test.py,21
filecheck_wrapper,fw,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\python\mlir_wrapper\filecheck_wrapper.cc,23,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\tfr\python\tfr_gen_test.py,21
_tfrt_fallback,,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\tfrt\jit\python_binding\tfrt_fallback.cc,96,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\tfrt\jit\python_binding\tfrt_fallback.py,20
_tf_jitrt_executor,,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\tfrt\jit\python_binding\tf_jitrt_executor.cc,271,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\mlir\tfrt\jit\python_binding\tf_jitrt.py,20
xla_extension,_xla,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\xla\python\xla.cc,81,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\xla\python\xla_client.py,25
tpu_client_extension,_tpu_client,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,33,F:\DLFs_dataset\tensorflow\tensorflow-2.9.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client.py,22
