py_fun_name,c_fun_name,lineno,methods_table,path
_numpy_internal,EagerTensor_numpy_internal,816,EagerTensor_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\eager\pywrap_tensor.cc
_datatype_enum,EagerTensor_datatype_enum,818,EagerTensor_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\eager\pywrap_tensor.cc
_shape_tuple,EagerTensor_shape_tuple,820,EagerTensor_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\eager\pywrap_tensor.cc
_rank,EagerTensor_rank,822,EagerTensor_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\eager\pywrap_tensor.cc
_copy_to_device,EagerTensor_copy_to_device,824,EagerTensor_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\eager\pywrap_tensor.cc
_num_elements,EagerTensor_num_elements,827,EagerTensor_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\eager\pywrap_tensor.cc
_prefer_custom_summarizer,EagerTensor_prefer_custom_summarizer,829,EagerTensor_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\eager\pywrap_tensor.cc
_summarize_value,EagerTensor_summarize_value,832,EagerTensor_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\eager\pywrap_tensor.cc
ForwardAccumulatorDeleteGradient,ForwardAccumulatorDeleteGradient,2351,forward_accumulator_delete_gradient_method_def,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\eager\pywrap_tfe_src.cc
_fastdict_insert,FastDictInsert,169,FastModule_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\util\fast_module_type.cc
_fastdict_get,FastDictGet,171,FastModule_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\util\fast_module_type.cc
_fastdict_key_in,FastDictContains,173,FastModule_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\util\fast_module_type.cc
set_getattribute_callback,SetGetattributeCallback,175,FastModule_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\util\fast_module_type.cc
set_getattr_callback,SetGetattrCallback,177,FastModule_methods,F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\util\fast_module_type.cc
