path,lineno
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\utils\data\_utils\worker.py,26
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\__init__.py,101
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\__init__.py,99
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\__init__.py,78
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\__init__.py,98
F:\DLFs_dataset\pytorch\pytorch-1.6.0\caffe2\python\__init__.py,46
