c_path,lineno,module_name,c_class_name,py_class_name
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\mlir\tfrt\jit\python_binding\tf_cpurt_executor.cc,358,_tf_cpurt_executor,TfCpurtExecutor,TfCpurtExecutor
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\xla.cc,108,xla_extension,PjRtDevice,Device
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\xla.cc,162,xla_extension,CpuDevice,CpuDevice
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\xla.cc,167,xla_extension,GpuDevice,GpuDevice
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\xla.cc,174,xla_extension,PjRtTpuDevice,TpuDevice
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\xla.cc,194,xla_extension,GpuAllocatorConfig,GpuAllocatorConfig
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\xla.cc,212,xla_extension,PyClient,Client
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\xla.cc,310,xla_extension,PyExecutable,Executable
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\xla.cc,358,xla_extension,DistributedRuntimeService,DistributedRuntimeService
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\xla.cc,363,xla_extension,DistributedRuntimeClient,DistributedRuntimeClient
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,33,tpu_client_extension,PyTpuClient,TpuClient
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,150,tpu_client_extension,PyTpuBuffer,PyTpuBuffer
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,198,tpu_client_extension,PyTpuExecutable,TpuExecutable
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,224,tpu_client_extension,TpuDevice,TpuDevice
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\lite\python\interpreter_wrapper\interpreter_wrapper_pybind11.cc,91,_pywrap_tensorflow_interpreter_wrapper,InterpreterWrapper,InterpreterWrapper
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\lite\python\metrics\wrapper\metrics_wrapper_pybind11.cc,31,_pywrap_tensorflow_lite_metrics_wrapper,MetricsWrapper,MetricsWrapper
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\lite\python\optimize\calibration_wrapper_pybind11.cc,35,_pywrap_tensorflow_lite_calibration_wrapper,CalibrationWrapper,CalibrationWrapper
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\lite\tools\optimize\sparsity\format_converter_wrapper_pybind11.cc,40,format_converter_wrapper_pybind11,FormatConverterFp32,FormatConverterFp32
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,1652,_pywrap_tfe,EagerContextThreadLocalDataWrapper,EagerContextThreadLocalData
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,573,_pywrap_tfe,TFE_Executor,TFE_Executor
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,574,_pywrap_tfe,TFE_ContextOptions,TFE_ContextOptions
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,576,_pywrap_tfe,TFE_MonitoringCounter0,TFE_MonitoringCounter0
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,578,_pywrap_tfe,TFE_MonitoringCounter1,TFE_MonitoringCounter1
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,580,_pywrap_tfe,TFE_MonitoringCounter2,TFE_MonitoringCounter2
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,582,_pywrap_tfe,TFE_MonitoringStringGauge0,TFE_MonitoringStringGauge0
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,584,_pywrap_tfe,TFE_MonitoringStringGauge1,TFE_MonitoringStringGauge1
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,586,_pywrap_tfe,TFE_MonitoringStringGauge2,TFE_MonitoringStringGauge2
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,588,_pywrap_tfe,TFE_MonitoringStringGauge3,TFE_MonitoringStringGauge3
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,590,_pywrap_tfe,TFE_MonitoringStringGauge4,TFE_MonitoringStringGauge4
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,592,_pywrap_tfe,TFE_MonitoringIntGauge0,TFE_MonitoringIntGauge0
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,594,_pywrap_tfe,TFE_MonitoringIntGauge1,TFE_MonitoringIntGauge1
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,596,_pywrap_tfe,TFE_MonitoringIntGauge2,TFE_MonitoringIntGauge2
F:\DLFs_dataset\tensorflow\tensorflow-2.8.0\tensorflow\python\tfe_wrapper.cc,598,_pywrap_tfe,TFE_MonitoringBoolGauge0,TFE_MonitoringBoolGauge0
