py_fun_name,c_fun_name,lineno,methods_table,path
_parse_to,THPVariable__parse_to,75,nn_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_nn_functions.cpp
arange,THPVariable_arange,483,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
as_tensor,THPVariable_as_tensor,485,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
dsmm,THPVariable_mm,487,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
from_numpy,THPVariable_from_numpy,488,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
full,THPVariable_full,489,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
hsmm,THPVariable_hspmm,490,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
nonzero,THPVariable_nonzero,491,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
randint,THPVariable_randint,492,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
range,THPVariable_range,493,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
saddmm,THPVariable_sspaddmm,494,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
sparse_coo_tensor,THPVariable_sparse_coo_tensor,495,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
_sparse_csr_tensor,THPVariable__sparse_csr_tensor,496,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
_sparse_coo_tensor_unsafe,THPVariable__sparse_coo_tensor_unsafe,497,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
_validate_sparse_coo_tensor_args,THPVariable__validate_sparse_coo_tensor_args,498,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
spmm,THPVariable_mm,499,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
tensor,THPVariable_tensor,500,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
get_device,THPVariable_get_device,501,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
numel,THPVariable_numel,502,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_torch_functions.cpp
__add__,THPVariable_add,1171,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__radd__,THPVariable_add,1172,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__iadd__,THPVariable_add_,1173,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__rmul__,THPVariable_mul,1174,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__mul__,THPVariable_mul,1175,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__imul__,THPVariable_mul_,1176,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__sub__,THPVariable_sub,1177,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__isub__,THPVariable_sub_,1178,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__div__,THPVariable_div,1179,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__truediv__,THPVariable_div,1180,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__floordiv__,THPVariable_floor_divide,1181,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__idiv__,THPVariable_div_,1182,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__ifloordiv__,THPVariable_floor_divide_,1183,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
__mod__,THPVariable_remainder,1184,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.9.0\tools\autograd\templates\python_variable_methods.cpp
