py_fun_name,c_fun_name,lineno,methods_table,path
bind,DimList_bind,443,DimList_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
bind_len,DimList_bind_len,444,DimList_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
unflatten,py_unflatten,1033,py_unflatten_def,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
dims,create_dim,3193,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
dimlists,create_dimlist,3194,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
_test_c,test_c,3195,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
_wrap_method,_wrap_method,3196,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
Tensor_from_positional,py_Tensor_from_positional,3197,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
__torch_function__,py___torch_function__,3198,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
tree_flatten,py_tree_flatten,3199,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
order,order,3200,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
index,py_index,3201,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
stack,py_stack,3202,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
split,py_split,3203,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
expand,expand,3204,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
__getitem__,py___getitem__,3205,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
__setitem__,py___setitem__,3206,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
_wrap,_wrap,3207,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
Tensor_sum,Tensor_sum,3208,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
_parse_test,_parse_test,3209,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
_set_pointwise_optimize,_set_pointwise_optimize,3210,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
_patch_tensor_class,_patch_tensor_class,3211,methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\functorch\csrc\dim\dim.cpp
_parse_to,THPVariable__parse_to,84,nn_functions,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_nn_functions.cpp
__add__,THPVariable_add,1211,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__radd__,THPVariable_add,1212,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__iadd__,THPVariable_add_,1213,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__rmul__,THPVariable_mul,1214,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__mul__,THPVariable_mul,1215,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__imul__,THPVariable_mul_,1216,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__sub__,THPVariable_sub,1217,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__isub__,THPVariable_sub_,1218,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__div__,THPVariable_div,1219,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__truediv__,THPVariable_div,1220,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__floordiv__,THPVariable_floor_divide,1221,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__idiv__,THPVariable_div_,1222,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__ifloordiv__,THPVariable_floor_divide_,1223,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__mod__,THPVariable_remainder,1224,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__imod__,THPVariable_remainder_,1225,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__eq__,THPVariable_eq,1226,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
__ne__,THPVariable_ne,1227,variable_methods,F:\DLFs_dataset\pytorch\pytorch-2.0.1\tools\autograd\templates\python_variable_methods.cpp
