module_name,module_asname,c_file_path,c_lineno,python_file_path,py_lineno
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\benchmark_core.py,15
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\benchmark_pytorch.py,9
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\cpp_extension_test.py,3
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\setup.py,2
caffe2_pybind11_state,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,1859,F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\_import_c_extension.py,47
caffe2_pybind11_state_hip,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state_hip.cc,88,F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\_import_c_extension.py,33
caffe2_pybind11_state_gpu,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state_gpu.cc,165,F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\_import_c_extension.py,27
dnnlowp_pybind11,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\quantization\server\pybind.cc,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\quantization\server\observer_test.py,5
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\test\run_test.py,17
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\test\test_cpp_extensions_aot.py,9
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\test\test_cpp_extensions_jit.py,15
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\test\test_cpp_extensions_jit.py,14
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\test\cpp_api_parity\utils.py,8
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\test\cpp_extensions\setup.py,6
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\test\cpp_extensions\setup.py,5
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\test\cpp_extensions\no_python_abi_suffix_test\setup.py,2
cpp_extension,,F:/DLFs_dataset/pytorch/pytorch-1.5.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,18,F:/DLFs_dataset/pytorch/pytorch-1.5.0\test\onnx\test_custom_ops.py,3
