c_path,module_name,py_fun_name,c_fun_name,lineno,lambda_len
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\mlir\python\mlir_wrapper\filecheck_wrapper.cc,filecheck_wrapper,check,lambda expression,24,392.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\mlir\python\mlir_wrapper\mlir_wrapper.cc,mlir_wrapper,preloadTensorFlowDialects,lambda expression,32,138.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\mlir\python\mlir_wrapper\mlir_wrapper.cc,mlir_wrapper,verify,lambda expression,37,402.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\mlir\tfr\python\tfr_wrapper.cc,tfr_wrapper,verify,lambda expression,35,601.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\tf2tensorrt\utils\py_utils_wrapper.cc,_pywrap_py_utils,get_linked_tensorrt_version,get_linked_tensorrt_version,32,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\tf2tensorrt\utils\py_utils_wrapper.cc,_pywrap_py_utils,get_loaded_tensorrt_version,get_loaded_tensorrt_version,35,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\tf2tensorrt\utils\py_utils_wrapper.cc,_pywrap_py_utils,is_tensorrt_enabled,IsGoogleTensorRTEnabled,38,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,bfloat16_dtype,Bfloat16Dtype,265,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,register_custom_call_target,PyRegisterCustomCallTarget,519,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_cpu_client,lambda expression,563,175.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_interpreter_client,lambda expression,571,159.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_nvidia_gpu_client,lambda expression,576,329.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_tpu_client,lambda expression,590,175.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,hlo_module_to_dot_graph,lambda expression,835,152.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,hlo_module_cost_analysis,lambda expression,841,94.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,buffer_to_dlpack_managed_tensor,BufferToDLPackManagedTensor,895,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,dlpack_managed_tensor_to_buffer,DLPackManagedTensorToBuffer,897,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_distributed_runtime_service,GetDistributedRuntimeService,940,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_distributed_runtime_client,GetDistributedRuntimeClient,941,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,collect_garbage,lambda expression,943,43.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,is_optimized_build,IsOptimizedBuild,945,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\python\interpreter_wrapper\interpreter_wrapper_pybind11.cc,_pywrap_tensorflow_interpreter_wrapper,CreateWrapperFromFile,lambda expression,35,206.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\python\interpreter_wrapper\interpreter_wrapper_pybind11.cc,_pywrap_tensorflow_interpreter_wrapper,CreateWrapperFromFile,lambda expression,46,308.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\python\interpreter_wrapper\interpreter_wrapper_pybind11.cc,_pywrap_tensorflow_interpreter_wrapper,CreateWrapperFromBuffer,lambda expression,60,192.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\python\interpreter_wrapper\interpreter_wrapper_pybind11.cc,_pywrap_tensorflow_interpreter_wrapper,CreateWrapperFromBuffer,lambda expression,70,294.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\python\optimize\calibration_wrapper_pybind11.cc,_pywrap_tensorflow_lite_calibration_wrapper,AddIntermediateTensors,lambda expression,29,80.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\python\testdata\test_registerer_wrapper.cc,_pywrap_test_registerer,get_num_test_registerer_calls,get_num_test_registerer_calls,21,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\python\testdata\test_registerer_wrapper.cc,_pywrap_test_registerer,TF_TestRegisterer,lambda expression,25,83.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\testing\string_util_wrapper.cc,_pywrap_string_util,SerializeAsHexString,lambda expression,28,105.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\tools\optimize\python\modify_model_interface.cc,_pywrap_modify_model_interface,modify_model_interface,lambda expression,30,228.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\tools\sanitizers\sanitizers_pybind11.cc,_pywrap_tensorflow_lite_sanitizers,TSan_Enabled,lambda expression,20,62.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\tools\sanitizers\sanitizers_pybind11.cc,_pywrap_tensorflow_lite_sanitizers,MSan_Enabled,lambda expression,27,62.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\tools\sanitizers\sanitizers_pybind11.cc,_pywrap_tensorflow_lite_sanitizers,ASan_Enabled,lambda expression,34,63.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\tools\signature\signature_def_util_wrapper_pybind11.cc,_pywrap_signature_def_util_wrapper,SetSignatureDefMap,WrappedSetSignatureDefMap,90,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\tools\signature\signature_def_util_wrapper_pybind11.cc,_pywrap_signature_def_util_wrapper,GetSignatureDefMap,WrappedGetSignatureDefMap,92,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\lite\tools\signature\signature_def_util_wrapper_pybind11.cc,_pywrap_signature_def_util_wrapper,ClearSignatureDefs,WrappedClearSignatureDefs,94,
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\python\mlir_wrapper.cc,_pywrap_mlir,ImportGraphDef,lambda expression,24,119.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\python\mlir_wrapper.cc,_pywrap_mlir,ImportFunction,lambda expression,34,164.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\python\mlir_wrapper.cc,_pywrap_mlir,ExperimentalConvertSavedModelToMlir,lambda expression,45,147.0
F:\DLFs_dataset\tensorflow\tensorflow-2.4.0\tensorflow\python\mlir_wrapper.cc,_pywrap_mlir,ExperimentalConvertSavedModelV1ToMlir,lambda expression,56,173.0
