module_name,module_asname,c_file_path,c_lineno,python_file_path,py_lineno
benchmark_cpp_extension,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,25,F:\DLFs_dataset\pytorch\pytorch-1.12.0\benchmarks\operator_benchmark\benchmark_pytorch.py,4
benchmark_cpp_extension,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,25,F:\DLFs_dataset\pytorch\pytorch-1.12.0\benchmarks\operator_benchmark\pt_extension\cpp_extension_test.py,3
caffe2_pybind11_state_gpu,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\python\pybind_state_gpu.cc,165,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\python\_import_c_extension.py,17
caffe2_pybind11_state_hip,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\python\pybind_state_hip.cc,86,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\python\_import_c_extension.py,23
caffe2_pybind11_state,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\python\pybind_state.cc,1970,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\python\_import_c_extension.py,37
dnnlowp_pybind11,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\pybind.cc,20,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\dnnlowp_test_utils.py,7
dnnlowp_pybind11,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\pybind.cc,20,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\int8_gen_quant_params_min_max_test.py,22
dnnlowp_pybind11,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\pybind.cc,20,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\int8_gen_quant_params_test.py,22
dnnlowp_pybind11,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\pybind.cc,20,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\int8_quant_scheme_blob_fill_test.py,21
dnnlowp_pybind11,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\pybind.cc,20,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\observer_test.py,5
dnnlowp_pybind11,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\pybind.cc,20,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\quantization\server\quantize_dnnlowp_op_test.py,7
caffe2_pybind11_state,_caffe2_pybind11_state,F:\DLFs_dataset\pytorch\pytorch-1.12.0\caffe2\python\pybind_state.cc,1970,F:\DLFs_dataset\pytorch\pytorch-1.12.0\test\test_tensorboard.py,27
test_deploy_python_ext,,F:\DLFs_dataset\pytorch\pytorch-1.12.0\torch\csrc\deploy\test_deploy_python_ext.cpp,22,F:\DLFs_dataset\pytorch\pytorch-1.12.0\torch\csrc\deploy\test_deploy_from_python.py,3
