c_path,lineno,module_name,c_class_name,py_class_name
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,748,xla_extension,ProgramShape,ProgramShape
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,765,xla_extension,Literal,Literal
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,767,xla_extension,LiteralSlice,LiteralSlice
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,772,xla_extension,DeviceAssignment,DeviceAssignment
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,793,xla_extension,Device,Device
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,835,xla_extension,CpuDevice,CpuDevice
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,840,xla_extension,GpuDevice,GpuDevice
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,860,xla_extension,PyLocalClient,LocalClient
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,1033,xla_extension,PyLocalExecutable,LocalExecutable
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,1066,xla_extension,DebugOptions,DebugOptions
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,1086,xla_extension,ExecutableBuildOptions,ExecutableBuildOptions
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,1104,xla_extension,XlaComputation,XlaComputation
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,1184,xla_extension,XlaBuilder,XlaBuilder
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,1237,xla_extension,ChannelHandle,ChannelHandle
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,588,xla_extension,ProfilerServer,ProfilerServer
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,600,xla_extension,TraceMeContextManager,TraceMe
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,649,xla_extension,Shape,Shape
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,850,xla_extension,GpuAllocatorConfig,GpuAllocatorConfig
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,918,xla_extension,PyLocalBuffer,PyLocalBuffer
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,1112,xla_extension,HloPrintOptions,HloPrintOptions
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,1167,xla_extension,HloModule,HloModule
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\xla.cc,1182,xla_extension,XlaOp,XlaOp
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,33,tpu_client_extension,PyTpuClient,TpuClient
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,96,tpu_client_extension,PyTpuBuffer,PyTpuBuffer
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,180,tpu_client_extension,PyTpuExecutable,TpuExecutable
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\compiler\xla\python\tpu_driver\client\tpu_client_extension.cc,198,tpu_client_extension,TpuDevice,TpuDevice
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\lite\tools\optimize\sparsity\python\format_converter_extension.cc,45,format_converter_extension,FormatConverterFp32,FormatConverterFp32
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,273,_pywrap_tfe,TFE_Context,TFE_Context
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,274,_pywrap_tfe,TFE_Executor,TFE_Executor
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,275,_pywrap_tfe,TFE_ContextOptions,TFE_ContextOptions
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,277,_pywrap_tfe,TFE_MonitoringCounter0,TFE_MonitoringCounter0
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,279,_pywrap_tfe,TFE_MonitoringCounter1,TFE_MonitoringCounter1
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,281,_pywrap_tfe,TFE_MonitoringCounter2,TFE_MonitoringCounter2
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,283,_pywrap_tfe,TFE_MonitoringStringGauge0,TFE_MonitoringStringGauge0
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,285,_pywrap_tfe,TFE_MonitoringStringGauge1,TFE_MonitoringStringGauge1
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,287,_pywrap_tfe,TFE_MonitoringStringGauge2,TFE_MonitoringStringGauge2
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,289,_pywrap_tfe,TFE_MonitoringIntGauge0,TFE_MonitoringIntGauge0
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,291,_pywrap_tfe,TFE_MonitoringIntGauge1,TFE_MonitoringIntGauge1
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,293,_pywrap_tfe,TFE_MonitoringIntGauge2,TFE_MonitoringIntGauge2
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,295,_pywrap_tfe,TFE_MonitoringBoolGauge0,TFE_MonitoringBoolGauge0
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,297,_pywrap_tfe,TFE_MonitoringBoolGauge1,TFE_MonitoringBoolGauge1
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,299,_pywrap_tfe,TFE_MonitoringBoolGauge2,TFE_MonitoringBoolGauge2
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,301,_pywrap_tfe,TFE_MonitoringCounterCell,TFE_MonitoringCounterCell
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,303,_pywrap_tfe,TFE_MonitoringIntGaugeCell,TFE_MonitoringIntGaugeCell
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,305,_pywrap_tfe,TFE_MonitoringStringGaugeCell,TFE_MonitoringStringGaugeCell
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,307,_pywrap_tfe,TFE_MonitoringBoolGaugeCell,TFE_MonitoringBoolGaugeCell
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,309,_pywrap_tfe,TFE_MonitoringSamplerCell,TFE_MonitoringSamplerCell
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,311,_pywrap_tfe,TFE_MonitoringBuckets,TFE_MonitoringBuckets
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,313,_pywrap_tfe,TFE_MonitoringSampler0,TFE_MonitoringSampler0
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,315,_pywrap_tfe,TFE_MonitoringSampler1,TFE_MonitoringSampler1
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,317,_pywrap_tfe,TFE_MonitoringSampler2,TFE_MonitoringSampler2
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,319,_pywrap_tfe,TFE_CancellationManager,TFE_CancellationManager
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,322,_pywrap_tfe,TF_DeviceList,TF_DeviceList
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\tfe_wrapper.cc,323,_pywrap_tfe,TF_Function,TF_Function
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\autograph\impl\testing\pybind_for_testing.cc,34,pybind_for_testing,TestClassDef,TestClassDef
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\events_writer_wrapper.cc,27,_pywrap_events_writer,EventsWriter,EventsWriter
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,105,_pywrap_tf_session,TF_Output,TF_Output
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,110,_pywrap_tf_session,TF_Input,TF_Input
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,102,_pywrap_tf_session,TF_Graph,TF_Graph
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,103,_pywrap_tf_session,TF_Operation,TF_Operation
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,115,_pywrap_tf_session,TF_ImportGraphDefOptions,TF_ImportGraphDefOptions
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,117,_pywrap_tf_session,TF_ImportGraphDefResults,TF_ImportGraphDefResults
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,119,_pywrap_tf_session,TF_DeprecatedSession,TF_DeprecatedSession
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,121,_pywrap_tf_session,TF_Session,TF_Session
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,122,_pywrap_tf_session,TF_OperationDescription,TF_OperationDescription
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,124,_pywrap_tf_session,TF_Library,TF_Library
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,125,_pywrap_tf_session,TF_SessionOptions,TF_SessionOptions
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,126,_pywrap_tf_session,TF_Buffer,TF_Buffer
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,127,_pywrap_tf_session,TF_ApiDefMap,TF_ApiDefMap
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,128,_pywrap_tf_session,TF_Server,TF_Server
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\client\tf_session_wrapper.cc,129,_pywrap_tf_session,TF_Status,TF_Status
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\framework\dtypes.cc,63,_dtypes,DataType,DType
F:\DLFs_dataset\tensorflow\tensorflow-2.2.0\tensorflow\python\framework\memory_checker_test_helper.cc,31,_memory_checker_test_helper,MemoryCheckerTestHelper,MemoryCheckerTestHelper
