py_fun_name,c_fun_name,lineno,methods_table,path
_parse_to,THPVariable__parse_to,61,nn_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_nn_functions.cpp
arange,THPVariable_arange,485,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
as_tensor,THPVariable_as_tensor,486,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
dsmm,THPVariable_mm,487,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
from_numpy,THPVariable_from_numpy,488,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
full,THPVariable_full,489,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
hsmm,THPVariable_hspmm,490,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
nonzero,THPVariable_nonzero,491,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
randint,THPVariable_randint,492,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
range,THPVariable_range,493,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
saddmm,THPVariable_sspaddmm,494,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
sparse_coo_tensor,THPVariable_sparse_coo_tensor,495,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
spmm,THPVariable_mm,496,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
tensor,THPVariable_tensor,497,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
get_device,THPVariable_get_device,498,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
numel,THPVariable_numel,499,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_torch_functions.cpp
__add__,THPVariable_add,924,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_variable_methods.cpp
__radd__,THPVariable_add,925,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_variable_methods.cpp
__iadd__,THPVariable_add_,926,variable_methods,F:\DLFs_dataset\pytorch\pytorch-1.6.0\tools\autograd\templates\python_variable_methods.cpp
