py_fun_name,c_fun_name,lineno,methods_table,path
_parse_to,THPVariable__parse_to,74,nn_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_nn_functions.cpp
arange,THPVariable_arange,497,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
as_tensor,THPVariable_as_tensor,498,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
dsmm,THPVariable_mm,499,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
from_numpy,THPVariable_from_numpy,500,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
full,THPVariable_full,501,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
hsmm,THPVariable_hspmm,502,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
nonzero,THPVariable_nonzero,503,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
randint,THPVariable_randint,504,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
range,THPVariable_range,505,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
saddmm,THPVariable_sspaddmm,506,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
sparse_coo_tensor,THPVariable_sparse_coo_tensor,507,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
_sparse_coo_tensor_unsafe,THPVariable__sparse_coo_tensor_unsafe,508,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
_validate_sparse_coo_tensor_args,THPVariable__validate_sparse_coo_tensor_args,509,torch_functions,F:\DLFs_dataset\pytorch\pytorch-1.7.0\tools\autograd\templates\python_torch_functions.cpp
