module_path,module_name,lineno
F:\python_workplace\mindspore-master\mindspore\ccsrc\debug\debugger\offline_debug\mi_pybind_register.cc,_mindspore_offline_debug,22
F:\python_workplace\mindspore-master\mindspore\ccsrc\minddata\dataset\api\python\pybind_register.cc,_c_dataengine,28
F:\python_workplace\mindspore-master\mindspore\ccsrc\minddata\mindrecord\common\shard_pybind.cc,_c_mindrecord,319
F:\python_workplace\mindspore-master\mindspore\ccsrc\pipeline\jit\init.cc,_c_expression,139
F:\python_workplace\mindspore-master\mindspore\ccsrc\plugin\device\ascend\hal\device\distribute\mpi_pycc.cc,_ascend_mpi,46
F:\python_workplace\mindspore-master\mindspore\lite\python\src\pybind_module.cc,_c_lite_wrapper,29
